_unit_id;_created_at;_id;_started_at;_tainted;_channel;_trust;_worker_id;_country;_region;_city;_ip;which_keywords_would_you_use_to_describe_the_highlighted_activity;node_id;node_img;node_label;process_id
1296429072;7/31/2017 17:43:05;2729797400;7/31/2017 17:33:07;false;elite;1;43563855;RUS;56;Orël;109.61.162.226;send,papers,provide;2667;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;Apply Online;82
1296429072;7/31/2017 17:47:16;2729802006;7/31/2017 17:32:56;false;neodev;1;40544601;VEN;13;Barquisimeto;186.91.231.90;use,utilize,employ;2667;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;Apply Online;82
1296429072;7/31/2017 18:05:24;2729819668;7/31/2017 18:02:40;false;elite;1;43633262;VEN;04;Maracay;186.92.64.240;apply,internet,establish;2667;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;Apply Online;82
1296429073;7/31/2017 18:36:28;2729851168;7/31/2017 18:31:42;false;clixsense;1;31222228;IND;02;Hyderabad;49.204.231.237;apply,online,send,protocol;2668;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png;Send Online Protocol;82
1296429073;7/31/2017 19:13:16;2729893245;7/31/2017 19:08:09;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;forward,papers,via,internet;2668;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png;Send Online Protocol;82
1296429073;7/31/2017 19:33:52;2729941387;7/31/2017 19:33:18;false;neodev;1;40662071;IND;21;Bhubaneswar;47.11.192.216;gdfjvsdhj,sdgffsdh,sdgfhsd;2668;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png;Send Online Protocol;82
1296429074;7/31/2017 18:07:27;2729821629;7/31/2017 18:03:53;false;clixsense;1;12668599;IND;19;Bangalore;182.48.236.224;validate,confirm,address;2672;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png;Evaluate;82
1296429074;7/31/2017 18:08:11;2729822270;7/31/2017 18:01:49;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;examine,papers,count;2672;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png;Evaluate;82
1296429074;7/31/2017 18:44:16;2729859380;7/31/2017 18:39:16;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;send,documents,check,received;2672;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png;Evaluate;82
1296429075;7/31/2017 17:35:33;2729790530;7/31/2017 17:32:29;false;clixsense;1;43495848;MEX;30;Xalapa;201.105.174.110;revoke,rejection,bad;2683;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png;Acceptance;82
1296429075;7/31/2017 17:49:28;2729804474;7/31/2017 17:32:36;false;neodev;1;43716672;IND;36;Lucknow;47.8.15.192;result,acceptance,procedure;2683;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png;Acceptance;82
1296429075;7/31/2017 18:24:37;2729838444;7/31/2017 18:17:07;false;neodev;1.0;40662071;IND;21;Bhubaneswar;47.11.192.216;dsfsdg,dffdhd,dfhdfhd;2683;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png;Acceptance;82
1296429076;7/31/2017 17:37:32;2729792348;7/31/2017 17:32:46;false;clixsense;1;43608691;RUS;83;Kovrov;178.57.209.116;test,invitation,application;2679;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2679.png;Pay for Aptitude test;82
1296429076;7/31/2017 18:45:27;2729860825;7/31/2017 18:39:23;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;price,money,procedure;2679;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2679.png;Pay for Aptitude test;82
1296429076;7/31/2017 19:36:26;2729947382;7/31/2017 19:35:50;false;clixsense;1.0;43495848;MEX;30;Xalapa;201.105.174.110;pay,aptitude,test;2679;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2679.png;Pay for Aptitude test;82
1296429077;7/31/2017 17:44:12;2729798532;7/31/2017 17:32:11;false;clixsense;1;42540507;VEN;25;Caracas;186.90.171.101;repulse,paper,document;2684;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2684.png;Send letter of rejection;82
1296429077;7/31/2017 19:05:13;2729881319;7/31/2017 19:04:43;false;neodev;1.0;40662071;IND;21;Bhubaneswar;47.11.192.216;dsfsdfsd,sdfsdfsd,sdfsdf;2684;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2684.png;Send letter of rejection;82
1296429077;7/31/2017 19:07:48;2729884376;7/31/2017 19:02:51;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;rank,students,acceptance,rejection;2684;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2684.png;Send letter of rejection;82
1296429078;7/31/2017 18:16:12;2729829946;7/31/2017 18:14:12;false;clixsense;1.0;34756512;IND;10;Faridabad;43.239.152.70;confirm,establish,country;2676;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2676.png;Rank Students according to GPA and the test results;82
1296429078;7/31/2017 18:21:46;2729835711;7/31/2017 18:17:55;false;neodev;1.0;43716672;IND;36;Lucknow;47.8.15.192;process,rankings,results;2676;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2676.png;Rank Students according to GPA and the test results;82
1296429078;7/31/2017 18:39:20;2729854182;7/31/2017 18:31:52;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;list,position,place;2676;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2676.png;Rank Students according to GPA and the test results;82
1296429079;7/31/2017 17:41:03;2729795501;7/31/2017 17:33:15;false;neodev;1;41543048;IND;28;Kolkata;223.223.157.83;send,documents,post,check,evaluate;2671;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2671.png;Check Documents;82
1296429079;7/31/2017 17:47:28;2729802169;7/31/2017 17:39:43;false;elite;1;40613469;AGO;20;Luanda;105.172.47.189;check,verify,control;2671;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2671.png;Check Documents;82
1296429079;7/31/2017 19:37:32;2729950221;7/31/2017 19:37:00;false;clixsense;1.0;43495848;MEX;30;Xalapa;201.105.174.110;send,letter,rejection;2671;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2671.png;Check Documents;82
1296429080;7/31/2017 18:36:28;2729851163;7/31/2017 18:31:42;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;send,online,protocol,documents;2670;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2670.png;Documents received;82
1296429080;7/31/2017 19:13:16;2729893242;7/31/2017 19:08:09;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;papers,come,get;2670;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2670.png;Documents received;82
1296429080;7/31/2017 19:33:52;2729941386;7/31/2017 19:33:18;false;neodev;1.0;40662071;IND;21;Bhubaneswar;47.11.192.216;djfsdhgfs,sdgfshgd,sdgfshdg;2670;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2670.png;Documents received;82
1296429081;7/31/2017 17:46:06;2729800731;7/31/2017 17:33:38;false;clixsense;1;40734364;VEN;07;Valencia;201.249.15.196;mail,papers,office;2669;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2669.png;Send Documents by Post;82
1296429081;7/31/2017 18:10:08;2729824216;7/31/2017 18:07:53;false;elite;1.0;40613469;AGO;20;Luanda;105.172.47.189;send,accept,reward;2669;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2669.png;Send Documents by Post;82
1296429081;7/31/2017 18:54:42;2729871496;7/31/2017 18:50:59;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;mail,papers,forward;2669;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2669.png;Send Documents by Post;82
1296429082;7/31/2017 18:16:12;2729829935;7/31/2017 18:14:12;false;clixsense;1.0;34756512;IND;10;Faridabad;43.239.152.70;confirm,establish,country;2674;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2674.png;Keep in the Applicant pool;82
1296429082;7/31/2017 18:21:46;2729835716;7/31/2017 18:17:55;false;neodev;1.0;43716672;IND;36;Lucknow;47.8.15.192;process,examinations,payments;2674;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2674.png;Keep in the Applicant pool;82
1296429082;7/31/2017 18:39:20;2729854180;7/31/2017 18:31:52;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;group,rest,stay;2674;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2674.png;Keep in the Applicant pool;82
1296429083;7/31/2017 18:16:12;2729829941;7/31/2017 18:14:12;false;clixsense;1.0;34756512;IND;10;Faridabad;43.239.152.70;confirm,establish,country;2675;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2675.png;Take Aptitude test;82
1296429083;7/31/2017 18:21:46;2729835720;7/31/2017 18:17:55;false;neodev;1.0;43716672;IND;36;Lucknow;47.8.15.192;process,examinations,payments;2675;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2675.png;Take Aptitude test;82
1296429083;7/31/2017 18:39:20;2729854185;7/31/2017 18:31:52;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;abilities,confirm,establish;2675;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2675.png;Take Aptitude test;82
1296429084;7/31/2017 17:34:40;2729789788;7/31/2017 17:32:05;false;elite;1;43173389;PRT;02;Ovar;89.154.46.192;invitation,test,failure;2673;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2673.png;Invite to an aptitude test;82
1296429084;7/31/2017 17:40:15;2729794822;7/31/2017 17:32:09;false;clixsense;1;32966420;BIH;02;Modrica;31.223.151.154;testing,class,teacher;2673;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2673.png;Invite to an aptitude test;82
1296429084;7/31/2017 17:42:36;2729796866;7/31/2017 17:33:07;false;neodev;1;41776873;EGY;11;Cairo;41.237.19.133;paying,working,testing;2673;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2673.png;Invite to an aptitude test;82
1296429085;7/31/2017 17:37:32;2729792351;7/31/2017 17:32:46;false;clixsense;1.0;43608691;RUS;83;Kovrov;178.57.209.116;documents,information,application;2707;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png;check documents;83
1296429085;7/31/2017 18:45:27;2729860823;7/31/2017 18:39:23;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;examine,papers,data;2707;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png;check documents;83
1296429085;7/31/2017 19:36:26;2729947390;7/31/2017 19:35:50;false;clixsense;1.0;43495848;MEX;30;Xalapa;201.105.174.110;pay,aptitude,test;2707;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png;check documents;83
1296429086;7/31/2017 17:37:32;2729792345;7/31/2017 17:32:46;false;clixsense;1.0;43608691;RUS;83;Kovrov;178.57.209.116;math,exam,school;2704;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;less than 16 cp in mathematics;83
1296429086;7/31/2017 18:45:27;2729860829;7/31/2017 18:39:23;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;rating,points,subject;2704;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;less than 16 cp in mathematics;83
1296429086;7/31/2017 19:36:26;2729947393;7/31/2017 19:35:50;false;clixsense;1.0;43495848;MEX;30;Xalapa;201.105.174.110;pay,aptitude,test;2704;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;less than 16 cp in mathematics;83
1296429087;7/31/2017 17:41:03;2729795500;7/31/2017 17:33:15;false;neodev;1.0;41543048;IND;28;Kolkata;223.223.157.83;letter,rejected,accepted;2709;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;send letter of rejection;83
1296429087;7/31/2017 17:47:28;2729802167;7/31/2017 17:39:43;false;elite;1.0;40613469;AGO;20;Luanda;105.172.47.189;rejection,reject,refusal;2709;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;send letter of rejection;83
1296429087;7/31/2017 19:37:32;2729950218;7/31/2017 19:37:00;false;clixsense;1.0;43495848;MEX;30;Xalapa;201.105.174.110;send,letter,rejection;2709;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;send letter of rejection;83
1296429088;7/31/2017 18:49:16;2729865967;7/31/2017 18:44:33;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;sufficient,take,oral,exam,evaluate;2688;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;sufficient cp in mathematics;83
1296429088;7/31/2017 19:04:40;2729880738;7/31/2017 19:04:08;false;neodev;1.0;40662071;IND;21;Bhubaneswar;47.11.192.216;sdfsdfsd,sdfsdfsd,sdfsdfsd;2688;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;sufficient cp in mathematics;83
1296429088;7/31/2017 23:32:23;2730505135;7/31/2017 23:20:19;false;neodev;1.0;42496401;VEN;25;Caracas;201.208.201.107;cp,mathematics,exam;2688;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;sufficient cp in mathematics;83
1296429089;7/31/2017 17:35:33;2729790540;7/31/2017 17:32:29;false;clixsense;1.0;43495848;MEX;30;Xalapa;201.105.174.110;revoke,rejection,bad;2705;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;take oral exam;83
1296429089;7/31/2017 17:49:28;2729804470;7/31/2017 17:32:36;false;neodev;1.0;43716672;IND;36;Lucknow;47.8.15.192;reexamination,passing,cp,result;2705;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;take oral exam;83
1296429089;7/31/2017 18:24:37;2729838442;7/31/2017 18:17:07;false;neodev;1.0;40662071;IND;21;Bhubaneswar;47.11.192.216;fsdgfstd,sdgfjgsdf,sdgfhjsgdfs;2705;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;take oral exam;83
1296429091;7/31/2017 18:07:27;2729821627;7/31/2017 18:03:53;false;clixsense;1.0;12668599;IND;19;Bangalore;182.48.236.224;result,marks,validate;2708;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;evaluate;83
1296429091;7/31/2017 18:08:11;2729822272;7/31/2017 18:01:49;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;examine,check,estimate;2708;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;evaluate;83
1296429091;7/31/2017 18:44:16;2729859384;7/31/2017 18:39:16;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;sufficient,take,oral,exam;2708;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;evaluate;83
1296429092;7/31/2017 18:20:08;2729833985;7/31/2017 18:08:35;false;neodev;1.0;39116185;BRA;27;Sao Paulo;177.140.133.128;documents,accepted,degrees;2699;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;wait for bachelor's certificate;83
1296429092;7/31/2017 19:07:16;2729883639;7/31/2017 19:06:27;false;neodev;1.0;40662071;IND;21;Bhubaneswar;47.11.192.216;dfsdfsds,sdfggdsg,gfgsfdsdgsd;2699;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;wait for bachelor's certificate;83
1296429092;7/31/2017 19:38:04;2729951531;7/31/2017 19:34:26;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;send,letter,of,provisional,acceptance;2699;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;wait for bachelor's certificate;83
1296429093;7/31/2017 18:07:49;2729821919;7/31/2017 18:03:28;false;neodev;1.0;43716672;IND;36;Lucknow;47.8.15.192;process,evaluation,result;2701;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;send bachelor's certificate;83
1296429093;7/31/2017 18:23:20;2729837194;7/31/2017 18:15:03;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;forward,papers,degree;2701;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;send bachelor's certificate;83
1296429093;7/31/2017 18:37:03;2729851764;7/31/2017 18:31:51;false;prodege;1;11521789;USA;CA;Long Beach;69.75.54.130;submit,university,degree,proof;2701;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;send bachelor's certificate;83
1296429094;7/31/2017 18:07:49;2729821920;7/31/2017 18:03:28;false;neodev;1.0;43716672;IND;36;Lucknow;47.8.15.192;process,result,degree;2695;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;send letter of provisional acceptance;83
1296429094;7/31/2017 18:23:20;2729837196;7/31/2017 18:15:03;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;forward,papers,preliminary;2695;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;send letter of provisional acceptance;83
1296429094;7/31/2017 18:37:03;2729851758;7/31/2017 18:31:51;false;prodege;1.0;11521789;USA;CA;Long Beach;69.75.54.130;submit,requirements,approval,written,document,applicability;2695;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;send letter of provisional acceptance;83
1296429095;7/31/2017 17:39:22;2729793918;7/31/2017 17:34:33;false;prodege;1.0;38202325;USA;ME;Caribou;98.13.82.121;unacceptable,reject,deny;2697;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2697.png;rejected;83
1296429095;7/31/2017 18:07:10;2729821401;7/31/2017 18:03:25;false;elite;1.0;40613469;AGO;20;Luanda;105.172.47.189;rejected,reject,discard;2697;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2697.png;rejected;83
1296429095;7/31/2017 18:25:29;2729839329;7/31/2017 18:07:26;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;send,letter,of,rejection,acceptance,rejected,accepted;2697;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2697.png;rejected;83
1296429096;7/31/2017 17:34:40;2729789786;7/31/2017 17:32:05;false;elite;1.0;43173389;PRT;02;Ovar;89.154.46.192;certification,recommendation,validation;2703;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2703.png;check certificate;83
1296429096;7/31/2017 17:40:15;2729794819;7/31/2017 17:32:09;false;clixsense;1.0;32966420;BIH;02;Modrica;31.223.151.154;checking,documents,licence;2703;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2703.png;check certificate;83
1296429096;7/31/2017 17:42:36;2729796870;7/31/2017 17:33:07;false;neodev;1.0;41776873;EGY;11;Cairo;41.237.19.133;driving,licence,confirm;2703;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2703.png;check certificate;83
1296429097;7/31/2017 18:36:28;2729851165;7/31/2017 18:31:42;false;clixsense;1.0;31222228;IND;02;Hyderabad;49.204.231.237;average,grade,good,better,acceptance,confirmed;2693;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2693.png;provisional acceptance cancelled;83
1296429097;7/31/2017 19:13:16;2729893239;7/31/2017 19:08:09;false;elite;1.0;43563855;RUS;56;Orël;109.61.162.226;reject,preliminary,no;2693;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2693.png;provisional acceptance cancelled;83
1296429097;7/31/2017 19:33:52;2729941383;7/31/2017 19:33:18;false;neodev;1.0;40662071;IND;21;Bhubaneswar;47.11.192.216;saddhfyd,dfsdhgf,sdgusdgf;2693;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2693.png;provisional acceptance cancelled;83
